State,Description,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
MASSACHUSETTS,  Real personal income (millions of constant (2017) dollars) 2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.2,3.6,2.2,2.1,0.5,1.9,6.0,-0.3,3.9,3.1,3.6,3.6,5.7,-7.4,(NA)
MASSACHUSETTS,  Real PCE (millions of constant (2017) dollars) 3,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.0,2.5,1.1,1.1,2.7,1.4,3.1,-0.7,3.8,2.1,2.0,-6.2,10.3,-0.9,(NA)
MASSACHUSETTS,  Gross domestic product (GDP),6.1,9.2,2.7,1.7,3.3,4.9,4.8,5.2,5.5,2.6,0.3,5.2,3.5,4.2,2.5,3.8,5.9,3.3,3.1,5.6,5.2,0.1,9.6,7.1,6.1
MASSACHUSETTS,  Personal income,6.9,11.2,4.1,-0.4,2.0,5.0,4.2,7.5,5.3,4.4,-0.8,4.7,4.9,3.7,0.7,4.5,6.6,3.8,4.8,5.3,4.9,6.6,7.7,1.2,4.1
MASSACHUSETTS,  Disposable personal income,6.3,8.7,6.5,3.7,2.9,5.1,3.0,7.0,3.7,5.5,3.0,4.0,3.0,4.2,-1.4,4.0,6.2,4.3,5.0,5.7,4.6,7.6,5.4,-1.4,8.2
MASSACHUSETTS,  Personal consumption expenditures,6.8,8.2,5.3,3.6,5.7,5.8,5.4,4.9,3.2,3.1,-1.0,3.5,3.7,2.7,2.9,4.0,3.7,3.4,4.7,4.2,3.3,-3.4,12.4,8.2,(NA)
MASSACHUSETTS,  Real per capita personal income 4,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-0.5,2.8,1.3,1.2,-0.5,1.0,5.3,-0.9,3.2,2.6,3.3,4.0,5.8,-7.3,(NA)
MASSACHUSETTS,  Real per capita PCE 5,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-0.7,1.7,0.2,0.2,1.7,0.5,2.4,-1.3,3.0,1.6,1.7,-5.9,10.4,-0.8,(NA)
MASSACHUSETTS,  Per capita personal income 6,6.1,10.4,3.5,-0.7,1.9,5.2,4.3,7.4,5.0,3.8,-1.5,3.9,3.9,2.7,-0.2,3.6,5.9,3.2,4.1,4.7,4.6,6.9,7.8,1.3,3.9
MASSACHUSETTS,  Per capita disposable personal income 7,5.6,8.0,5.8,3.4,2.8,5.3,3.1,6.9,3.4,4.9,2.2,3.2,2.1,3.2,-2.3,3.0,5.4,3.7,4.2,5.2,4.3,7.9,5.5,-1.2,8.0
MASSACHUSETTS,  Per capita personal consumption expenditures (PCE) 8,6.0,7.4,4.7,3.2,5.6,6.0,5.5,4.7,2.8,2.5,-1.7,2.7,2.8,1.8,2.0,3.1,3.0,2.8,3.9,3.7,2.9,-3.1,12.5,8.3,(NA)
MASSACHUSETTS,  Regional price parities (RPPs) 9,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-0.7,-0.7,0.0,-0.3,-1.1,1.2,0.4,3.1,-0.9,0.0,-0.2,1.9,-2.2,2.6,(NA)
MASSACHUSETTS,  Implicit regional price deflator 10,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.0,1.0,2.6,1.6,0.2,2.6,0.6,4.1,0.9,2.1,1.2,3.0,1.9,9.2,(NA)
MASSACHUSETTS,  Total employment (number of jobs),1.7,2.7,0.1,-1.3,-0.7,0.9,1.1,1.0,2.3,0.3,-2.4,0.0,1.5,1.9,2.4,2.2,4.1,1.7,1.5,1.6,0.4,-5.6,3.8,4.7,(NA)
MICHIGAN,  Real GDP (millions of chained 2017 dollars) 1,6.1,2.2,-3.1,2.8,2.4,1.7,1.8,-2.0,-0.2,-5.7,-8.6,6.0,2.9,2.1,2.0,1.4,2.3,1.9,1.0,2.3,0.2,-3.0,5.8,1.6,1.5
MICHIGAN,  Real personal income (millions of constant (2017) dollars) 2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-4.7,1.9,4.4,2.2,-0.6,2.5,7.2,2.0,2.3,0.2,0.8,8.5,2.8,-4.7,(NA)
MICHIGAN,  Real PCE (millions of constant (2017) dollars) 3,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.7,2.0,2.5,1.7,1.5,2.3,5.0,3.0,3.2,0.1,0.3,-2.3,7.3,1.8,(NA)
MICHIGAN,  Gross domestic product (GDP),8.4,4.4,-0.8,4.1,3.5,3.4,3.6,-0.1,2.0,-4.6,-5.1,5.8,3.9,4.4,3.6,3.3,5.1,3.2,2.1,4.0,2.2,-1.3,8.7,8.0,5.9
MICHIGAN,  Personal income,5.0,6.7,1.9,-0.1,2.5,2.8,2.0,2.3,2.9,2.8,-4.8,3.8,5.9,3.9,0.9,4.2,5.4,2.9,3.0,4.2,3.2,8.6,6.9,0.7,4.7
MICHIGAN,  Disposable personal income,5.1,7.3,2.6,2.0,3.5,3.3,1.5,2.0,2.4,3.0,-2.2,3.3,4.7,3.6,-0.1,4.3,4.9,2.4,3.5,4.9,3.3,9.7,5.2,-1.0,7.2
MICHIGAN,  Personal consumption expenditures,6.5,6.2,3.6,3.3,3.7,4.5,4.0,3.1,2.8,2.8,-1.8,4.0,4.0,3.4,3.1,4.0,3.3,3.9,3.9,4.1,2.6,-2.2,11.5,7.5,(NA)
MICHIGAN,  Real per capita personal income 4,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-4.3,2.1,4.2,1.9,-0.9,2.2,7.1,1.7,1.9,0.0,0.8,8.6,3.1,-4.7,(NA)
MICHIGAN,  Real per capita PCE 5,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.3,2.2,2.4,1.5,1.3,2.1,4.9,2.7,2.8,-0.1,0.2,-2.2,7.6,1.8,(NA)
MICHIGAN,  Per capita personal income 6,4.5,6.1,1.5,-0.3,2.2,2.6,2.1,2.5,3.3,3.3,-4.4,4.1,5.8,3.6,0.6,3.9,5.3,2.6,2.7,4.0,3.1,8.7,7.2,0.8,4.7
MICHIGAN,  Per capita disposable personal income 7,4.6,6.7,2.2,1.8,3.2,3.2,1.5,2.2,2.8,3.6,-1.7,3.5,4.5,3.4,-0.4,4.0,4.8,2.1,3.1,4.6,3.2,9.8,5.5,-1.0,7.1
MICHIGAN,  Per capita personal consumption expenditures (PCE) 8,6.0,5.7,3.2,3.1,3.5,4.3,4.0,3.2,3.2,3.4,-1.4,4.2,3.9,3.1,2.8,3.8,3.2,3.6,3.6,3.9,2.6,-2.1,11.8,7.5,(NA)
MICHIGAN,  Regional price parities (RPPs) 9,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.2,0.2,-1.0,-0.2,0.2,0.3,-1.8,-0.1,-1.0,1.9,0.9,-0.9,-0.2,-0.8,(NA)
MICHIGAN,  Implicit regional price deflator 10,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-0.1,2.0,1.5,1.7,1.5,1.7,-1.7,0.9,0.7,4.0,2.4,0.1,3.9,5.6,(NA)
MICHIGAN,  Total employment (number of jobs),1.9,2.5,-1.7,-1.1,-0.4,0.5,0.4,-0.6,0.0,-2.2,-5.5,-0.2,2.5,1.3,1.7,1.7,1.7,1.3,1.0,1.5,0.0,-5.7,4.0,4.7,(NA)
MINNESOTA,  Real GDP (millions of chained 2017 dollars) 1,3.9,6.6,0.1,2.1,4.4,4.6,2.7,0.2,0.6,1.7,-4.0,3.8,2.3,1.9,2.7,2.7,2.0,1.5,1.2,2.8,1.1,-2.9,4.6,1.2,1.2
MINNESOTA,  Real personal income (millions of constant (2017) dollars) 2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-5.6,3.7,4.6,3.6,-0.6,2.6,5.3,1.6,3.2,0.2,2.9,6.3,4.2,-2.6,(NA)
MINNESOTA,  Real PCE (millions of constant (2017) dollars) 3,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-3.2,2.8,2.2,0.9,1.6,1.3,3.4,2.8,3.2,-0.2,1.4,-4.6,6.9,2.4,(NA)
MINNESOTA,  Gross domestic product (GDP),5.3,8.8,2.3,3.7,5.8,7.4,5.5,3.2,3.5,2.9,-2.3,4.6,4.5,4.0,4.4,4.2,3.7,2.5,2.7,5.0,3.1,-1.2,8.9,8.5,5.3
MINNESOTA,  Personal income,5.1,8.3,4.3,2.1,4.6,6.1,2.6,5.0,5.9,4.8,-4.1,4.5,6.9,5.7,0.8,4.9,4.7,2.1,4.5,5.2,3.6,6.3,9.1,3.1,4.8
MINNESOTA,  Disposable personal income,5.8,7.5,5.1,4.0,5.9,6.6,1.3,4.5,5.4,4.9,-1.2,4.0,5.6,5.8,-0.6,4.8,4.0,2.0,5.0,5.9,3.5,7.1,7.6,1.8,7.8
MINNESOTA,  Personal consumption expenditures,7.9,8.6,4.6,4.1,5.1,5.9,4.1,4.5,3.3,3.7,-1.6,3.5,4.4,2.9,3.1,3.6,2.9,3.3,4.5,4.8,2.1,-4.5,11.9,8.3,(NA)
MINNESOTA,  Real per capita personal income 4,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-6.2,3.1,3.8,3.0,-1.4,1.8,4.6,0.7,2.3,-0.6,2.2,5.8,4.1,-2.7,(NA)
MINNESOTA,  Real per capita PCE 5,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-3.8,2.2,1.4,0.2,0.8,0.5,2.7,1.9,2.3,-1.0,0.8,-5.0,6.8,2.3,(NA)
MINNESOTA,  Per capita personal income 6,3.8,7.0,3.3,1.4,3.9,5.4,2.0,4.1,5.0,4.0,-4.7,3.8,6.1,5.0,0.0,4.1,4.0,1.2,3.5,4.4,3.0,5.9,9.0,3.2,4.3
MINNESOTA,  Per capita disposable personal income 7,4.5,6.2,4.1,3.2,5.1,5.8,0.7,3.6,4.5,4.1,-1.9,3.4,4.8,5.1,-1.4,3.9,3.3,1.2,4.1,5.0,2.8,6.7,7.4,1.8,7.4
MINNESOTA,  Per capita personal consumption expenditures (PCE) 8,6.5,7.3,3.6,3.4,4.3,5.2,3.5,3.6,2.4,2.9,-2.2,2.9,3.6,2.2,2.3,2.8,2.3,2.5,3.6,3.9,1.5,-4.8,11.9,8.2,(NA)
MINNESOTA,  Regional price parities (RPPs) 9,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),2.0,-1.1,-0.3,0.1,0.1,0.9,-0.6,-0.5,-0.5,2.9,-0.7,-1.0,0.5,-0.7,(NA)
MINNESOTA,  Implicit regional price deflator 10,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),1.7,0.7,2.2,2.0,1.4,2.3,-0.5,0.6,1.2,5.0,0.7,0.1,4.7,5.7,(NA)
MINNESOTA,  Total employment (number of jobs),2.1,2.3,0.5,-0.3,0.3,1.3,1.7,1.4,1.3,-0.4,-2.9,-0.5,1.8,1.0,1.4,1.4,1.6,1.0,1.0,1.1,0.2,-4.6,2.9,3.6,(NA)
MISSISSIPPI,  Real GDP (millions of chained 2017 dollars) 1,2.9,0.4,-0.5,1.1,4.4,2.6,2.3,2.1,1.7,1.6,-3.7,1.3,-0.2,2.0,0.4,0.2,0.1,0.5,0.3,-0.1,0.3,-0.6,3.9,0.0,0.7
MISSISSIPPI,  Real personal income (millions of constant (2017) dollars) 2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),1.8,-1.2,1.0,1.7,0.0,0.4,1.9,0.3,1.6,2.4,1.9,8.3,4.1,-8.1,(NA)
MISSISSIPPI,  Real PCE (millions of constant (2017) dollars) 3,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),1.8,-0.9,0.5,0.7,0.5,1.2,3.0,1.1,1.5,2.2,-0.2,0.8,6.5,0.0,(NA)
MISSISSIPPI,  Gross domestic product (GDP),4.8,2.8,2.6,2.9,6.8,5.7,5.5,5.5,4.9,3.6,-2.9,2.6,2.1,4.2,2.1,2.1,1.3,1.1,2.3,2.6,2.0,0.7,10.5,9.0,4.6
MISSISSIPPI,  Personal income,3.4,5.3,5.6,1.9,4.0,5.9,6.3,4.1,6.6,5.1,-1.3,3.7,4.2,3.2,1.7,1.9,1.3,1.5,2.6,2.6,3.9,8.2,9.2,-0.8,3.7
MISSISSIPPI,  Disposable personal income,3.3,5.6,5.7,3.5,4.7,6.8,5.6,3.1,6.8,4.7,0.6,3.1,4.3,3.0,1.2,2.0,0.9,1.4,3.1,3.1,3.6,8.8,8.4,-1.9,5.4
MISSISSIPPI,  Personal consumption expenditures,6.7,6.5,4.7,4.6,5.0,6.2,5.9,6.4,5.1,3.5,-1.3,4.0,3.8,2.2,2.2,2.7,2.4,2.4,2.5,2.3,1.7,0.8,11.7,7.8,(NA)
MISSISSIPPI,  Real per capita personal income 4,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),1.5,-1.5,0.7,1.5,-0.1,0.4,2.0,0.3,1.7,2.7,2.1,8.7,4.4,-7.8,(NA)
MISSISSIPPI,  Real per capita PCE 5,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),1.5,-1.3,0.2,0.5,0.4,1.2,3.1,1.1,1.5,2.5,0.0,1.2,6.8,0.3,(NA)
MISSISSIPPI,  Per capita personal income 6,2.5,4.6,5.4,1.7,3.7,5.1,5.7,4.2,5.8,4.4,-1.7,3.3,4.0,3.0,1.6,1.9,1.4,1.5,2.6,2.9,4.1,8.6,9.6,-0.4,3.7
MISSISSIPPI,  Per capita disposable personal income 7,2.5,4.8,5.5,3.3,4.3,6.0,5.0,3.1,5.9,4.1,0.2,2.7,4.0,2.8,1.0,2.0,1.0,1.4,3.1,3.4,3.8,9.1,8.7,-1.6,5.3
MISSISSIPPI,  Per capita personal consumption expenditures (PCE) 8,5.8,5.8,4.5,4.4,4.7,5.4,5.3,6.4,4.3,2.8,-1.6,3.6,3.5,2.1,2.1,2.7,2.5,2.4,2.5,2.6,1.9,1.2,12.0,8.2,(NA)
MISSISSIPPI,  Regional price parities (RPPs) 9,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-2.8,3.1,0.7,-0.4,0.4,0.1,-0.8,0.3,-0.7,-1.9,0.4,-1.1,0.7,1.3,(NA)
MISSISSIPPI,  Implicit regional price deflator 10,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-3.1,4.9,3.2,1.5,1.7,1.5,-0.6,1.3,1.0,0.1,1.9,0.0,4.9,7.8,(NA)
MISSISSIPPI,  Total employment (number of jobs),1.7,0.4,-1.4,-0.1,-0.1,0.7,0.7,2.3,2.0,-0.1,-2.9,-0.1,1.3,0.6,0.8,1.6,0.7,0.8,0.7,0.7,0.3,-2.1,3.3,3.0,(NA)
MISSOURI,  Real GDP (millions of chained 2017 dollars) 1,2.8,2.5,-0.9,1.8,2.6,2.6,2.2,0.4,0.6,3.3,-2.8,2.2,-1.0,1.2,1.9,0.5,1.4,0.1,0.9,0.9,2.1,-1.7,4.7,2.0,2.2
MISSOURI,  Real personal income (millions of constant (2017) dollars) 2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-3.5,-2.2,2.2,2.5,-1.1,1.4,4.5,2.6,0.8,2.3,1.6,7.1,3.8,-2.2,(NA)
MISSOURI,  Real PCE (millions of constant (2017) dollars) 3,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-3.2,-1.0,2.0,1.4,0.2,0.9,3.8,2.3,1.6,1.9,0.0,-1.7,7.4,3.0,(NA)
MISSOURI,  Gross domestic product (GDP),4.8,4.9,1.8,3.7,4.4,5.3,4.9,3.6,3.5,5.1,-0.8,3.0,0.5,3.5,3.7,2.4,3.5,1.5,2.3,2.9,4.3,0.3,8.9,8.7,6.4
MISSOURI,  Personal income,3.8,6.9,3.4,2.4,3.8,5.2,3.5,5.9,4.8,6.0,-1.6,2.5,4.1,4.4,0.6,3.4,3.4,3.0,2.5,4.5,3.9,7.8,7.9,3.2,6.3
MISSOURI,  Disposable personal income,3.7,6.9,3.5,4.7,4.9,5.6,2.5,5.3,4.2,6.1,1.1,2.4,3.0,4.5,-0.3,3.2,2.8,3.0,2.9,5.0,3.8,8.6,6.4,1.9,8.8
MISSOURI,  Personal consumption expenditures,6.3,6.9,4.5,4.1,4.7,4.7,5.2,3.8,4.7,4.0,-1.3,3.7,3.9,3.2,2.0,2.9,2.8,2.7,3.4,4.1,2.2,-1.0,11.7,8.6,(NA)
MISSOURI,  Real per capita personal income 4,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-4.1,-2.8,1.9,2.3,-1.4,1.1,4.2,2.4,0.4,2.0,1.4,7.0,3.5,-2.3,(NA)
MISSOURI,  Real per capita PCE 5,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-3.8,-1.6,1.7,1.2,-0.1,0.6,3.5,2.1,1.3,1.6,-0.3,-1.9,7.2,2.8,(NA)
MISSOURI,  Per capita personal income 6,3.0,6.0,2.8,1.8,3.1,4.5,2.7,5.0,4.0,5.4,-2.2,1.9,3.8,4.1,0.3,3.1,3.1,2.7,2.2,4.2,3.7,7.6,7.6,3.1,6.0
MISSOURI,  Per capita disposable personal income 7,3.0,6.0,2.8,4.1,4.3,4.9,1.7,4.4,3.4,5.5,0.5,1.8,2.7,4.2,-0.6,3.0,2.5,2.8,2.6,4.7,3.6,8.4,6.1,1.7,8.5
MISSOURI,  Per capita personal consumption expenditures (PCE) 8,5.5,6.0,3.8,3.5,4.0,4.0,4.4,2.9,3.9,3.4,-1.9,3.1,3.6,3.0,1.7,2.6,2.5,2.4,3.1,3.8,2.0,-1.2,11.4,8.4,(NA)
MISSOURI,  Regional price parities (RPPs) 9,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),2.3,2.9,-0.6,-0.1,0.4,0.6,-1.2,-0.6,0.0,0.1,0.8,-0.4,-0.2,-1.0,(NA)
MISSOURI,  Implicit regional price deflator 10,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),2.0,4.8,1.9,1.8,1.7,2.0,-1.0,0.4,1.8,2.1,2.3,0.7,3.9,5.4,(NA)
MISSOURI,  Total employment (number of jobs),1.1,1.4,-0.5,-0.4,0.2,1.0,1.6,1.5,1.4,-0.3,-2.8,-1.3,0.9,0.6,1.1,0.9,1.6,1.2,1.0,1.1,0.1,-2.3,2.8,3.6,(NA)
MONTANA,  Real GDP (millions of chained 2017 dollars) 1,0.6,2.8,0.5,3.0,4.7,4.8,5.1,3.1,5.0,0.0,-2.6,3.7,2.5,1.8,1.8,2.3,3.5,-1.2,2.7,2.0,1.7,-0.3,5.6,1.9,2.2
MONTANA,  Real personal income (millions of constant (2017) dollars) 2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.1,4.2,2.1,5.4,-0.1,1.2,3.9,1.8,3.8,4.8,2.4,10.7,7.0,0.8,(NA)
MONTANA,  Real PCE (millions of constant (2017) dollars) 3,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.1,4.9,0.3,2.3,2.4,0.9,2.2,2.2,2.5,5.6,-0.3,1.3,12.2,4.4,(NA)
MONTANA,  Gross domestic product (GDP),2.0,5.4,3.9,4.8,7.9,9.1,9.5,7.3,9.2,2.5,-3.1,6.1,6.6,3.8,3.4,3.7,3.0,-1.5,5.7,5.5,3.2,0.7,12.9,11.8,5.2
MONTANA,  Personal income,1.9,6.5,4.4,3.1,7.4,8.6,7.6,8.2,7.5,6.4,-2.3,5.1,6.8,6.2,0.9,5.2,3.9,1.6,6.0,4.9,6.0,9.0,10.9,6.1,5.7
MONTANA,  Disposable personal income,1.6,6.3,4.5,5.0,8.5,8.8,6.5,7.6,6.7,7.0,-0.3,5.4,5.7,5.8,0.1,4.7,3.7,1.8,6.3,5.4,5.4,9.0,9.2,4.6,8.3
MONTANA,  Personal consumption expenditures,6.4,6.9,5.1,5.6,6.1,7.2,7.4,7.2,7.1,5.2,-2.4,5.9,4.9,3.0,3.4,4.9,2.2,2.0,4.7,5.6,3.2,-0.1,16.2,9.7,(NA)
MONTANA,  Real per capita personal income 4,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.8,3.4,1.4,4.6,-1.1,0.3,3.0,0.7,2.6,4.0,1.6,9.5,5.2,-0.7,(NA)
MONTANA,  Real per capita PCE 5,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.9,4.2,-0.4,1.6,1.4,0.0,1.3,1.1,1.3,4.7,-1.1,0.3,10.2,2.8,(NA)
MONTANA,  Per capita personal income 6,1.4,5.8,4.0,2.5,6.5,7.4,6.4,6.8,6.2,5.1,-3.1,4.4,6.0,5.4,-0.2,4.3,3.0,0.5,4.8,4.1,5.2,7.8,9.0,4.5,4.8
MONTANA,  Per capita disposable personal income 7,1.0,5.6,4.1,4.5,7.6,7.6,5.3,6.2,5.4,5.7,-1.1,4.7,4.9,5.0,-0.9,3.8,2.8,0.7,5.1,4.5,4.5,7.9,7.3,3.0,7.3
MONTANA,  Per capita personal consumption expenditures (PCE) 8,5.8,6.1,4.8,5.1,5.2,6.0,6.2,5.8,5.8,4.0,-3.1,5.2,4.1,2.3,2.4,3.9,1.3,0.9,3.4,4.8,2.4,-1.1,14.1,8.1,(NA)
MONTANA,  Regional price parities (RPPs) 9,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.0,-0.8,1.9,-1.1,-0.3,2.5,-0.2,-1.2,0.4,-2.0,2.0,-2.5,-0.6,-1.2,(NA)
MONTANA,  Implicit regional price deflator 10,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.2,1.0,4.5,0.7,1.0,3.9,0.0,-0.2,2.2,0.0,3.5,-1.4,3.6,5.2,(NA)
MONTANA,  Total employment (number of jobs),1.4,1.8,1.3,0.8,1.2,2.5,2.6,2.7,3.0,0.1,-2.6,-0.5,1.1,1.6,1.4,1.1,1.8,1.1,1.0,1.4,0.3,-0.3,4.7,4.2,(NA)
NEBRASKA,  Real GDP (millions of chained 2017 dollars) 1,2.2,3.7,2.5,1.4,5.8,2.6,4.4,2.9,2.5,0.1,0.1,4.0,5.6,0.0,1.5,3.8,3.4,1.4,1.6,1.9,1.5,-0.5,5.2,2.7,5.2
NEBRASKA,  Real personal income (millions of constant (2017) dollars) 2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-2.1,1.7,9.9,-0.3,-1.1,4.5,4.5,-1.7,1.8,0.0,2.1,5.2,7.1,-1.3,(NA)
NEBRASKA,  Real PCE (millions of constant (2017) dollars) 3,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-2.4,1.5,3.6,0.5,1.4,2.5,3.2,3.0,2.7,-0.9,0.5,-2.2,9.3,5.0,(NA)
NEBRASKA,  Gross domestic product (GDP),3.6,5.3,5.4,3.2,8.0,6.0,6.3,5.9,6.3,2.2,1.4,5.3,9.3,2.4,4.2,5.1,4.1,1.7,3.2,3.8,3.7,1.9,10.4,10.4,8.2
NEBRASKA,  Personal income,4.6,5.9,4.7,1.7,6.2,4.4,3.4,4.5,7.6,6.3,-1.3,5.2,11.8,2.5,-0.2,5.9,3.9,-1.2,2.4,4.4,4.4,6.6,10.5,2.8,6.1
NEBRASKA,  Disposable personal income,4.6,5.6,5.4,3.7,7.5,4.5,2.5,3.6,7.1,6.8,1.0,4.9,11.4,1.9,-1.1,5.7,4.0,-1.4,2.7,5.0,4.0,6.8,9.5,1.5,8.5
NEBRASKA,  Personal consumption expenditures,6.7,7.2,4.1,3.0,5.7,6.9,6.0,5.4,4.7,4.0,-1.5,5.0,5.5,3.4,2.2,3.9,2.8,3.6,3.3,3.5,2.7,-0.8,12.7,9.2,(NA)
NEBRASKA,  Real per capita personal income 4,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-3.0,0.8,9.1,-1.1,-1.8,3.6,3.7,-2.6,1.2,-0.5,1.6,4.8,7.1,-1.5,(NA)
NEBRASKA,  Real per capita PCE 5,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-3.3,0.5,2.9,-0.3,0.6,1.6,2.4,2.1,2.1,-1.4,0.0,-2.6,9.2,4.7,(NA)
NEBRASKA,  Per capita personal income 6,4.1,5.3,4.4,1.2,5.6,3.8,2.7,3.8,6.9,5.5,-2.2,4.2,11.0,1.7,-1.0,5.0,3.2,-2.1,1.7,3.8,3.9,6.1,10.5,2.6,5.5
NEBRASKA,  Per capita disposable personal income 7,4.1,5.0,5.0,3.2,6.9,3.8,1.8,2.9,6.4,6.0,0.1,3.9,10.6,1.1,-1.8,4.8,3.2,-2.2,2.0,4.4,3.5,6.4,9.4,1.3,7.9
NEBRASKA,  Per capita personal consumption expenditures (PCE) 8,6.1,6.6,3.8,2.5,5.0,6.2,5.3,4.7,4.1,3.3,-2.4,4.0,4.7,2.5,1.5,3.0,2.0,2.7,2.7,2.9,2.2,-1.2,12.6,8.9,(NA)
NEBRASKA,  Regional price parities (RPPs) 9,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),1.2,1.6,-0.7,1.0,-0.5,0.0,-0.6,-0.4,-1.1,2.3,0.8,0.3,-1.0,-2.3,(NA)
NEBRASKA,  Implicit regional price deflator 10,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.9,3.4,1.8,2.8,0.8,1.4,-0.5,0.6,0.6,4.4,2.2,1.4,3.1,4.0,(NA)
NEBRASKA,  Total employment (number of jobs),1.6,1.5,0.1,-0.8,0.3,0.9,1.0,1.3,1.9,0.5,-1.1,-0.3,1.0,1.5,1.2,1.3,1.6,0.6,0.5,1.0,-0.2,-1.7,2.2,2.8,(NA)
NEVADA,  Real GDP (millions of chained 2017 dollars) 1,7.1,4.3,1.3,3.4,4.8,10.7,8.1,3.7,0.9,-3.2,-8.1,1.6,1.2,-0.9,1.1,0.5,4.0,3.3,4.6,3.3,4.2,-5.7,9.2,3.4,2.7
NEVADA,  Real personal income (millions of constant (2017) dollars) 2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-6.8,4.4,-0.2,2.6,0.7,5.3,8.8,4.3,2.3,8.7,3.0,7.6,10.2,-4.5,(NA)
NEVADA,  Real PCE (millions of constant (2017) dollars) 3,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-6.3,2.7,0.0,1.7,4.2,3.9,4.7,5.1,1.7,7.9,0.4,-0.6,12.4,3.6,(NA)
NEVADA,  Gross domestic product (GDP),9.9,7.5,4.9,5.6,6.8,14.0,12.5,8.1,4.3,-1.1,-6.2,2.2,2.8,1.2,2.6,2.5,6.5,5.2,6.4,5.7,6.8,-4.5,13.7,11.4,7.4
NEVADA,  Personal income,8.1,9.7,5.8,2.8,6.5,10.7,11.7,7.9,4.2,-1.1,-5.4,3.9,3.8,3.9,0.2,6.1,8.3,3.8,6.9,6.9,7.3,6.9,12.8,2.8,5.5
NEVADA,  Disposable personal income,8.1,9.4,6.6,4.7,7.4,10.0,10.4,8.1,4.4,0.1,-3.5,4.0,3.2,3.6,-1.2,6.5,7.8,2.9,7.7,7.0,7.9,6.6,11.6,0.3,8.1
